product_name,pharmacy_name,pharmacy_price,parseDate,url
Глюкометр Акку-Чек (Accu-Chek) Актив комплект в Астане,Darihana № 1,5 500 тг.,2023-05-14,https://i-teka.kz/astana/medicaments/glyukometr-akku-chek-accu-chek-aktiv-komplekt
Глюкометр Акку-Чек (Accu-Chek) Актив комплект в Астане,Басит-Фарм,6 800 тг.,2023-05-14,https://i-teka.kz/astana/medicaments/glyukometr-akku-chek-accu-chek-aktiv-komplekt
Глюкометр Акку-Чек (Accu-Chek) Актив комплект в Астане,"Аптека ""Aziamed"" (Азиямед)",6 220 тг.,2023-05-14,https://i-teka.kz/astana/medicaments/glyukometr-akku-chek-accu-chek-aktiv-komplekt
Глюкометр Акку-Чек (Accu-Chek) Актив комплект в Астане,Аптека низких цен,6 160 тг.,2023-05-14,https://i-teka.kz/astana/medicaments/glyukometr-akku-chek-accu-chek-aktiv-komplekt
Глюкометр Акку-Чек (Accu-Chek) Актив комплект в Астане,Аптека Landysh (Ландыш),5 990 тг.,2023-05-14,https://i-teka.kz/astana/medicaments/glyukometr-akku-chek-accu-chek-aktiv-komplekt
Глюкометр Акку-Чек (Accu-Chek) Актив комплект в Астане,Аптека низких цен,6 560 тг.,2023-05-14,https://i-teka.kz/astana/medicaments/glyukometr-akku-chek-accu-chek-aktiv-komplekt
Глюкометр Акку-Чек (Accu-Chek) Актив комплект в Астане,"Аптека ""ФАРМАКОМ""",6 220 тг.,2023-05-14,https://i-teka.kz/astana/medicaments/glyukometr-akku-chek-accu-chek-aktiv-komplekt
Глюкометр Акку-Чек (Accu-Chek) Актив комплект в Астане,Аптека низких цен,3 330 тг.,2023-05-14,https://i-teka.kz/astana/medicaments/glyukometr-akku-chek-accu-chek-aktiv-komplekt
Глюкометр Акку-Чек (Accu-Chek) Актив комплект в Астане,"Аптека ""Шалфей""",6 145 тг.,2023-05-14,https://i-teka.kz/astana/medicaments/glyukometr-akku-chek-accu-chek-aktiv-komplekt
Глюкометр Акку-Чек (Accu-Chek) Актив комплект в Астане,Аптека низких цен,3 530 тг.,2023-05-14,https://i-teka.kz/astana/medicaments/glyukometr-akku-chek-accu-chek-aktiv-komplekt
Глюкометр Акку-Чек (Accu-Chek) Актив комплект в Астане,"Аптека ""Ландыш""",6 615 тг.,2023-05-14,https://i-teka.kz/astana/medicaments/glyukometr-akku-chek-accu-chek-aktiv-komplekt
Глюкометр Акку-Чек (Accu-Chek) Актив комплект в Астане,Аптека “GG Pharmacy”,7 780 тг.,2023-05-14,https://i-teka.kz/astana/medicaments/glyukometr-akku-chek-accu-chek-aktiv-komplekt
Глюкометр Акку-Чек (Accu-Chek) Актив комплект в Астане,Аптека “GG Pharmacy”,7 000 тг.,2023-05-14,https://i-teka.kz/astana/medicaments/glyukometr-akku-chek-accu-chek-aktiv-komplekt
Глюкометр Акку-Чек (Accu-Chek) Актив комплект в Астане,"Аптека ""Малина""",7 400 тг.,2023-05-14,https://i-teka.kz/astana/medicaments/glyukometr-akku-chek-accu-chek-aktiv-komplekt
Глюкометр Акку-Чек (Accu-Chek) Актив комплект в Астане,Аптека низких цен,7 580 тг.,2023-05-14,https://i-teka.kz/astana/medicaments/glyukometr-akku-chek-accu-chek-aktiv-komplekt
Глюкометр Акку-Чек (Accu-Chek) Актив комплект в Астане,Аптека низких цен,5 950 тг.,2023-05-14,https://i-teka.kz/astana/medicaments/glyukometr-akku-chek-accu-chek-aktiv-komplekt
Глюкометр Акку-Чек (Accu-Chek) Актив комплект в Астане,DIAMOND PHARMACY 1,6 350 тг.,2023-05-14,https://i-teka.kz/astana/medicaments/glyukometr-akku-chek-accu-chek-aktiv-komplekt
Батарейка на глюкометры в Астане,"Аптека ""Диабетика""",500 тг.,2023-05-14,https://i-teka.kz/astana/medicaments/batareyka-na-glyukometry
Ланцеты Microlet  № 200 в Астане,"Аптека ""Гиппократ""",6 000 тг.,2023-05-14,https://i-teka.kz/astana/medicaments/lancety-microlet-200
Ланцеты Microlet  № 200 в Астане,"Аптека ""Эликсир""",7 300 тг.,2023-05-14,https://i-teka.kz/astana/medicaments/lancety-microlet-200
Ланцеты IME-DC  № 100 в Астане,Аптека 911,2 390 тг.,2023-05-14,https://i-teka.kz/astana/medicaments/lancety-ime-dc-100
Ланцеты IME-DC  № 100 в Астане,"Аптека ""ARNA - 5"" (Арна-5)",2 200 тг.,2023-05-14,https://i-teka.kz/astana/medicaments/lancety-ime-dc-100
Ланцеты IME-DC  № 100 в Астане,"Аптека ""Старый Лекарь""",2 550 тг.,2023-05-14,https://i-teka.kz/astana/medicaments/lancety-ime-dc-100
Ланцеты IME-DC  № 100 в Астане,Аптека Landysh (Ландыш),2 210 тг.,2023-05-14,https://i-teka.kz/astana/medicaments/lancety-ime-dc-100
Ланцеты IME-DC  № 100 в Астане,"Аптека ""AKA Pharm""",2 375 тг.,2023-05-14,https://i-teka.kz/astana/medicaments/lancety-ime-dc-100
Ланцеты IME-DC  № 100 в Астане,"Аптека ""Ландыш""",2 260 тг.,2023-05-14,https://i-teka.kz/astana/medicaments/lancety-ime-dc-100
Ланцеты IME-DC  № 100 в Астане,Аптека Tengripharm (Тэнгрифарм),2 035 тг.,2023-05-14,https://i-teka.kz/astana/medicaments/lancety-ime-dc-100
Ланцеты IME-DC  № 100 в Астане,"Аптека ""МониФарм""",2 400 тг.,2023-05-14,https://i-teka.kz/astana/medicaments/lancety-ime-dc-100
Ланцеты IME-DC  № 100 в Астане,"Аптека ""Salamat"" (Саламат)",2 220 тг.,2023-05-14,https://i-teka.kz/astana/medicaments/lancety-ime-dc-100
Ланцеты IME-DC  № 100 в Астане,"Аптека ""REZEPT"" (Рецепт)",2 800 тг.,2023-05-14,https://i-teka.kz/astana/medicaments/lancety-ime-dc-100
Ланцеты Акку-Чек (Accu-Chek) Safe-T-Pro Plus № 200 в Астане,"Аптека ""Гиппократ""",10 000 тг.,2023-05-14,https://i-teka.kz/astana/medicaments/lancety-akku-chek-accu-chek-safe-t-pro-plus-200
Ланцеты Акку-Чек (Accu-Chek) Safe-T-Pro Plus № 200 в Астане,"Аптека ""МедСервис Плюс""",9 085 тг.,2023-05-14,https://i-teka.kz/astana/medicaments/lancety-akku-chek-accu-chek-safe-t-pro-plus-200
Ланцеты Акку-Чек (Accu-Chek) Safe-T-Pro Plus № 200 в Астане,"Аптека ""ARM PHARM"" (АРМ Фарм)",12 360 тг.,2023-05-14,https://i-teka.kz/astana/medicaments/lancety-akku-chek-accu-chek-safe-t-pro-plus-200
Ланцеты Акку-Чек (Accu-Chek) Safe-T-Pro Plus № 200 в Астане,Аптека низких цен,9 310 тг.,2023-05-14,https://i-teka.kz/astana/medicaments/lancety-akku-chek-accu-chek-safe-t-pro-plus-200
Ланцеты Акку-Чек (Accu-Chek) Safe-T-Pro Plus № 200 в Астане,Аптека низких цен,11 540 тг.,2023-05-14,https://i-teka.kz/astana/medicaments/lancety-akku-chek-accu-chek-safe-t-pro-plus-200
Ланцеты Акку-Чек (Accu-Chek) Safe-T-Pro Plus № 200 в Астане,Аптека низких цен,11 120 тг.,2023-05-14,https://i-teka.kz/astana/medicaments/lancety-akku-chek-accu-chek-safe-t-pro-plus-200
Ланцеты Акку-Чек (Accu-Chek) Safe-T-Pro Plus № 200 в Астане,Аптека низких цен,11 120 тг.,2023-05-14,https://i-teka.kz/astana/medicaments/lancety-akku-chek-accu-chek-safe-t-pro-plus-200
